Seq,loc,v(g),ev(g),iv(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
9500,56.0,5.0,1.0,5.0,15,35,95,79,9,False
9501,63.0,2.0,1.0,2.0,11,29,166,153,3,False
9502,5.0,1.0,1.0,1.0,3,2,5,2,1,False
9503,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9504,5.0,1.0,1.0,1.0,3,2,5,2,1,False
9505,349.0,73.0,50.0,28.0,28,107,631,493,145,False
9506,26.0,1.0,1.0,1.0,10,30,67,61,1,False
9507,136.0,19.0,9.0,11.0,26,76,283,235,37,False
9508,75.0,6.0,1.0,6.0,19,38,147,112,11,False
9509,52.0,5.0,1.0,3.0,16,26,95,76,9,False
9510,45.0,11.0,7.0,7.0,17,26,71,49,21,False
9511,41.0,4.0,1.0,2.0,12,27,65,52,7,False
9512,10.0,1.0,1.0,1.0,6,6,9,7,1,False
9513,11.0,1.0,1.0,1.0,6,7,11,8,1,False
9514,35.0,2.0,1.0,2.0,12,25,59,47,3,False
9515,10.0,1.0,1.0,1.0,6,6,9,7,1,False
9516,22.0,2.0,1.0,2.0,7,10,24,17,3,False
9517,11.0,1.0,1.0,1.0,6,7,11,8,1,False
9518,11.0,1.0,1.0,1.0,6,7,11,8,1,False
9519,10.0,1.0,1.0,1.0,6,6,9,7,1,False
9520,66.0,15.0,1.0,15.0,25,39,135,91,19,False
9521,14.0,1.0,1.0,1.0,6,15,61,56,1,False
9522,38.0,4.0,1.0,4.0,9,20,86,79,7,False
9523,137.0,15.0,7.0,8.0,23,59,270,222,29,False
9524,69.0,8.0,5.0,4.0,21,38,121,97,15,False
9525,41.0,8.0,6.0,5.0,17,28,66,47,15,False
9526,36.0,8.0,6.0,5.0,17,23,52,35,15,False
9527,87.0,6.0,4.0,5.0,21,45,166,138,11,False
9528,189.0,33.0,15.0,16.0,26,75,289,223,65,False
9529,76.0,8.0,4.0,7.0,14,29,114,92,15,False
9530,32.0,1.0,1.0,1.0,7,26,69,59,1,False
9531,69.0,5.0,1.0,4.0,19,46,142,123,9,False
9532,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9533,93.0,5.0,1.0,5.0,20,53,184,152,9,False
9534,34.0,8.0,6.0,5.0,17,23,51,35,15,False
9535,35.0,8.0,1.0,4.0,13,29,80,66,15,False
9536,25.0,5.0,1.0,4.0,12,22,63,56,9,False
9537,15.0,3.0,1.0,1.0,8,18,36,31,5,False
9538,9.0,2.0,1.0,2.0,6,5,8,6,3,False
9539,44.0,5.0,1.0,5.0,12,29,77,70,9,False
9540,88.0,5.0,1.0,5.0,16,46,196,178,9,False
9541,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9542,174.0,19.0,11.0,8.0,27,56,331,270,37,False
9543,16.0,1.0,1.0,1.0,7,15,42,37,1,False
9544,39.0,4.0,1.0,3.0,11,22,64,46,7,False
9545,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9546,33.0,2.0,1.0,2.0,10,23,94,87,3,False
9547,5.0,1.0,1.0,1.0,3,1,3,1,1,False
9548,19.0,3.0,1.0,3.0,10,12,22,15,5,False
9549,5.0,1.0,1.0,1.0,3,1,3,1,1,False
9550,38.0,5.0,1.0,4.0,12,21,52,39,9,False
9551,24.0,5.0,1.0,3.0,11,20,47,40,9,False
9552,25.0,5.0,1.0,3.0,11,20,47,40,9,False
9553,24.0,5.0,1.0,3.0,11,20,47,40,9,False
9554,47.0,5.0,1.0,3.0,17,17,63,39,9,False
9555,109.0,9.0,3.0,6.0,20,39,138,95,17,False
9556,82.0,19.0,10.0,5.0,24,18,117,74,37,False
9557,39.0,5.0,1.0,4.0,17,20,68,43,9,False
9558,54.0,12.0,4.0,4.0,16,19,91,64,23,False
9559,43.0,6.0,4.0,6.0,14,20,42,32,11,False
9560,23.0,2.0,1.0,2.0,10,10,20,12,3,False
9561,32.0,6.0,5.0,4.0,17,18,51,34,11,False
9562,37.0,10.0,7.0,3.0,16,17,71,45,19,False
9563,30.0,10.0,7.0,3.0,17,16,60,40,19,False
9564,26.0,6.0,5.0,4.0,15,18,41,31,11,False
9565,12.0,2.0,1.0,2.0,8,11,18,12,3,False
9566,188.0,33.0,24.0,28.0,27,78,416,278,65,False
9567,60.0,9.0,4.0,7.0,16,29,98,70,17,False
9568,17.0,5.0,4.0,5.0,12,10,21,18,9,False
9569,10.0,2.0,1.0,2.0,9,5,14,7,3,False
9570,19.0,3.0,1.0,3.0,9,11,29,20,5,False
9571,26.0,6.0,1.0,3.0,15,11,40,20,8,False
9572,19.0,3.0,1.0,3.0,9,11,29,20,5,False
9573,26.0,6.0,1.0,3.0,15,11,40,20,8,False
9574,10.0,2.0,1.0,2.0,8,5,13,9,3,False
9575,16.0,2.0,1.0,2.0,7,11,41,25,3,False
9576,61.0,2.0,1.0,2.0,13,29,182,125,3,False
9577,18.0,2.0,1.0,2.0,11,8,39,26,3,False
9578,4.0,1.0,1.0,1.0,5,3,5,3,1,False
9579,23.0,3.0,1.0,3.0,9,9,38,23,5,False
9580,4.0,1.0,1.0,1.0,5,3,5,3,1,False
9581,23.0,3.0,1.0,3.0,9,9,38,23,5,False
9582,51.0,10.0,1.0,6.0,18,21,103,66,16,False
9583,12.0,5.0,1.0,1.0,8,5,26,15,9,False
9584,5.0,1.0,1.0,1.0,5,3,6,3,1,False
9585,80.0,10.0,8.0,7.0,0,0,0,0,19,False
9586,30.0,2.0,1.0,2.0,8,23,43,33,3,False
9587,16.0,3.0,1.0,2.0,16,7,19,12,5,False
9588,12.0,2.0,1.0,2.0,9,5,11,7,3,False
9589,7.0,1.0,1.0,1.0,6,4,7,5,1,False
9590,7.0,1.0,1.0,1.0,4,5,7,6,1,False
9591,13.0,2.0,1.0,2.0,10,14,24,18,3,False
9592,34.0,4.0,1.0,2.0,13,13,75,61,7,False
9593,43.0,6.0,6.0,2.0,17,24,76,63,11,False
9594,16.0,2.0,1.0,1.0,12,15,29,20,3,False
9595,24.0,4.0,4.0,4.0,14,18,44,36,7,False
9596,191.0,24.0,16.0,15.0,24,78,382,248,47,False
9597,8.0,2.0,1.0,2.0,8,6,10,6,3,False
9598,10.0,4.0,4.0,4.0,11,10,27,16,7,False
9599,40.0,5.0,1.0,5.0,11,31,83,60,9,False
9600,24.0,6.0,6.0,2.0,12,13,31,25,11,False
9601,16.0,3.0,1.0,2.0,0,0,0,0,5,False
9602,88.0,13.0,4.0,12.0,27,53,166,94,21,False
9603,7.0,1.0,1.0,1.0,3,1,3,1,1,False
9604,14.0,1.0,1.0,1.0,10,10,19,13,1,False
9605,11.0,2.0,1.0,1.0,9,5,19,6,3,False
9606,12.0,1.0,1.0,1.0,5,1,5,1,1,False
9607,12.0,1.0,1.0,1.0,5,1,5,1,1,False
9608,12.0,1.0,1.0,1.0,7,7,9,7,1,False
9609,4.0,2.0,1.0,1.0,7,3,7,4,3,False
9610,5.0,1.0,1.0,1.0,0,0,0,0,1,False
9611,7.0,2.0,1.0,2.0,9,7,12,7,3,False
9612,14.0,3.0,1.0,2.0,8,6,12,10,5,False
9613,6.0,1.0,1.0,1.0,4,5,6,5,1,False
9614,12.0,1.0,1.0,1.0,8,8,14,10,1,False
9615,11.0,1.0,1.0,1.0,6,7,13,9,1,False
9616,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9617,8.0,2.0,1.0,2.0,8,6,10,6,3,False
9618,11.0,1.0,1.0,1.0,6,7,13,9,1,False
9619,21.0,2.0,1.0,2.0,8,12,23,16,3,False
9620,14.0,1.0,1.0,1.0,8,11,21,19,1,False
9621,77.0,2.0,1.0,2.0,11,46,158,132,3,False
9622,14.0,3.0,1.0,3.0,18,13,35,20,5,False
9623,14.0,3.0,1.0,3.0,18,13,35,20,5,False
9624,11.0,2.0,1.0,2.0,13,5,18,7,3,False
9625,14.0,3.0,1.0,3.0,18,13,35,20,5,False
9626,52.0,4.0,1.0,3.0,9,11,45,33,7,False
9627,65.0,8.0,8.0,4.0,23,43,133,109,15,False
9628,96.0,9.0,3.0,6.0,19,31,184,127,17,False
9629,9.0,1.0,1.0,1.0,10,16,26,23,1,False
9630,58.0,7.0,6.0,6.0,20,30,132,88,13,False
9631,35.0,1.0,1.0,1.0,9,19,56,38,1,False
9632,8.0,1.0,1.0,1.0,6,9,29,24,1,False
9633,41.0,8.0,1.0,5.0,19,17,68,41,14,False
9634,24.0,3.0,1.0,2.0,11,10,25,17,5,False
9635,15.0,2.0,1.0,2.0,9,7,28,14,3,False
9636,25.0,2.0,1.0,2.0,8,7,19,15,3,False
9637,4.0,1.0,1.0,1.0,6,3,6,3,1,False
9638,15.0,2.0,1.0,2.0,10,12,27,16,3,False
9639,9.0,2.0,1.0,2.0,9,4,13,7,3,False
9640,16.0,2.0,1.0,2.0,10,12,28,16,3,False
9641,11.0,2.0,1.0,2.0,9,4,14,7,3,False
9642,17.0,2.0,1.0,1.0,8,5,26,17,3,False
9643,7.0,2.0,1.0,1.0,7,5,12,11,3,False
9644,52.0,1.0,1.0,1.0,11,17,97,50,1,False
9645,145.0,42.0,42.0,32.0,0,0,0,0,83,False
9646,19.0,3.0,1.0,2.0,12,16,42,30,5,False
9647,41.0,7.0,1.0,4.0,10,7,58,31,13,False
9648,32.0,6.0,1.0,3.0,16,21,84,55,11,False
9649,10.0,1.0,1.0,1.0,11,7,23,13,1,False
9650,26.0,3.0,1.0,2.0,18,12,39,24,5,False
9651,19.0,1.0,1.0,1.0,5,10,27,17,1,False
9652,37.0,4.0,1.0,4.0,19,29,136,107,6,False
9653,13.0,2.0,1.0,1.0,12,8,26,15,3,False
9654,52.0,8.0,1.0,7.0,0,0,0,0,15,False
9655,12.0,2.0,1.0,2.0,12,10,22,17,3,False
9656,22.0,4.0,4.0,2.0,16,8,29,15,7,False
9657,9.0,1.0,1.0,1.0,11,9,22,19,1,False
9658,8.0,3.0,1.0,2.0,13,5,19,9,5,False
9659,17.0,4.0,4.0,1.0,14,9,32,22,7,False
9660,48.0,12.0,10.0,1.0,21,19,85,66,23,False
9661,49.0,6.0,4.0,4.0,22,23,84,61,11,False
9662,9.0,1.0,1.0,1.0,6,3,8,5,1,False
9663,22.0,4.0,1.0,2.0,11,14,38,30,7,False
9664,20.0,3.0,1.0,3.0,8,11,27,22,5,False
9665,37.0,4.0,1.0,3.0,16,18,75,55,7,False
9666,13.0,1.0,1.0,1.0,7,15,35,27,1,False
9667,5.0,1.0,1.0,1.0,3,3,5,4,1,False
9668,37.0,10.0,8.0,2.0,16,14,74,55,19,False
9669,26.0,4.0,1.0,2.0,13,17,48,37,7,False
9670,56.0,8.0,3.0,4.0,18,16,69,50,15,False
9671,5.0,1.0,1.0,1.0,3,3,5,3,1,False
9672,37.0,6.0,1.0,2.0,14,24,76,51,11,False
9673,4.0,1.0,1.0,1.0,4,3,4,3,1,False
9674,34.0,7.0,1.0,3.0,13,9,52,34,13,False
9675,4.0,1.0,1.0,1.0,8,3,12,3,1,False
9676,29.0,3.0,1.0,2.0,12,17,40,28,5,False
9677,30.0,3.0,1.0,3.0,14,19,44,30,5,False
9678,30.0,3.0,1.0,3.0,9,12,45,29,5,False
9679,34.0,3.0,1.0,3.0,11,14,60,35,5,False
9680,9.0,1.0,1.0,1.0,8,7,16,9,1,False
9681,26.0,6.0,3.0,5.0,13,16,47,32,11,False
9682,23.0,9.0,5.0,3.0,19,16,66,55,17,False
9683,23.0,9.0,5.0,3.0,19,16,66,55,17,False
9684,30.0,5.0,3.0,3.0,13,13,33,28,9,False
9685,6.0,1.0,1.0,1.0,4,3,9,5,1,False
9686,16.0,5.0,1.0,4.0,16,14,30,23,9,False
9687,30.0,5.0,3.0,2.0,13,13,32,28,9,False
9688,23.0,3.0,1.0,3.0,8,12,71,68,5,False
9689,32.0,3.0,1.0,2.0,11,13,62,48,5,False
9690,26.0,4.0,1.0,3.0,12,14,31,26,7,False
9691,11.0,3.0,1.0,2.0,10,14,21,16,5,False
9692,20.0,3.0,1.0,3.0,8,10,16,11,5,False
9693,28.0,3.0,1.0,3.0,10,15,30,24,5,False
9694,36.0,4.0,1.0,1.0,14,11,35,31,7,False
9695,64.0,10.0,9.0,9.0,19,38,118,94,19,False
9696,15.0,1.0,1.0,1.0,6,10,13,12,1,False
9697,34.0,2.0,1.0,2.0,9,22,41,38,3,False
9698,59.0,6.0,3.0,5.0,17,39,101,75,11,False
9699,69.0,11.0,6.0,8.0,17,43,112,80,21,False
9700,74.0,4.0,3.0,3.0,13,39,78,65,7,False
9701,52.0,6.0,3.0,5.0,13,34,59,40,11,False
9702,21.0,1.0,1.0,1.0,7,10,21,17,1,False
9703,33.0,1.0,1.0,1.0,6,18,50,45,1,False
9704,81.0,9.0,8.0,7.0,20,50,123,102,17,False
9705,52.0,4.0,1.0,4.0,8,17,35,28,7,False
9706,27.0,1.0,1.0,1.0,6,11,21,16,1,False
9707,15.0,2.0,1.0,1.0,9,12,22,16,3,False
9708,22.0,1.0,1.0,1.0,6,12,27,24,1,False
9709,52.0,3.0,1.0,3.0,15,31,75,60,5,False
9710,10.0,1.0,1.0,1.0,7,6,12,9,1,False
9711,10.0,1.0,1.0,1.0,7,6,12,9,1,False
9712,7.0,1.0,1.0,1.0,4,2,21,8,1,False
9713,5.0,1.0,1.0,1.0,4,4,6,5,1,False
9714,9.0,1.0,1.0,1.0,0,0,0,0,1,False
9715,8.0,1.0,1.0,1.0,7,5,9,6,1,False
9716,28.0,4.0,4.0,3.0,16,10,58,34,7,False
9717,26.0,7.0,1.0,4.0,19,13,56,37,13,False
9718,19.0,2.0,1.0,2.0,10,15,31,25,3,False
9719,14.0,3.0,1.0,3.0,8,13,21,19,5,False
9720,6.0,1.0,1.0,1.0,5,7,10,7,1,False
9721,5.0,1.0,1.0,1.0,5,7,10,7,1,False
9722,8.0,1.0,1.0,1.0,5,8,14,12,1,False
9723,9.0,1.0,1.0,1.0,5,5,11,10,1,False
9724,6.0,1.0,1.0,1.0,5,10,13,10,1,False
9725,8.0,1.0,1.0,1.0,5,14,17,14,1,False
9726,12.0,2.0,1.0,2.0,0,0,0,0,3,False
9727,8.0,2.0,1.0,2.0,7,3,8,5,3,False
9728,6.0,1.0,1.0,1.0,5,7,10,7,1,False
9729,10.0,1.0,1.0,1.0,0,0,0,0,1,False
9730,8.0,1.0,1.0,1.0,5,17,20,17,1,False
9731,9.0,1.0,1.0,1.0,6,5,8,6,1,False
9732,221.0,19.0,16.0,14.0,27,88,523,425,35,False
9733,95.0,12.0,6.0,12.0,27,55,174,116,17,False
9734,12.0,2.0,1.0,2.0,9,14,22,15,3,False
9735,94.0,25.0,22.0,14.0,26,35,152,102,49,False
9736,6.0,1.0,1.0,1.0,1,0,1,0,1,False
9737,4.0,1.0,1.0,1.0,4,3,4,3,1,False
9738,43.0,6.0,3.0,4.0,15,25,71,52,11,False
9739,43.0,3.0,1.0,3.0,20,26,126,80,5,False
9740,6.0,1.0,1.0,1.0,6,11,15,13,1,False
9741,8.0,1.0,1.0,1.0,8,4,10,4,1,False
9742,10.0,1.0,1.0,1.0,8,4,10,4,1,False
9743,10.0,1.0,1.0,1.0,8,4,10,4,1,False
9744,10.0,1.0,1.0,1.0,8,4,10,4,1,False
9745,11.0,1.0,1.0,1.0,8,4,11,4,1,False
9746,10.0,1.0,1.0,1.0,8,4,10,4,1,False
9747,26.0,5.0,1.0,3.0,18,21,53,36,9,False
9748,29.0,6.0,1.0,4.0,18,23,60,44,11,False
9749,35.0,7.0,1.0,4.0,21,24,69,48,13,False
9750,20.0,3.0,1.0,2.0,14,19,59,32,5,False
9751,18.0,3.0,1.0,2.0,14,18,44,27,5,False
9752,17.0,6.0,1.0,1.0,12,7,37,28,11,False
9753,21.0,7.0,1.0,1.0,12,9,43,35,13,False
9754,27.0,8.0,1.0,1.0,12,11,49,42,15,False
9755,21.0,7.0,1.0,1.0,12,9,43,35,13,False
9756,58.0,7.0,1.0,2.0,19,15,113,62,13,False
9757,14.0,2.0,1.0,2.0,9,7,15,14,3,False
9758,18.0,3.0,1.0,3.0,10,9,21,21,5,False
9759,25.0,4.0,1.0,4.0,10,11,27,28,7,False
9760,18.0,3.0,1.0,3.0,10,9,21,21,5,False
9761,8.0,1.0,1.0,1.0,5,3,7,3,1,False
9762,6.0,1.0,1.0,1.0,5,3,7,3,1,False
9763,14.0,2.0,1.0,1.0,12,8,24,13,3,False
9764,7.0,2.0,1.0,1.0,12,6,17,9,3,False
9765,75.0,15.0,1.0,15.0,11,34,141,134,29,False
9766,56.0,5.0,1.0,4.0,18,27,92,61,9,False
9767,56.0,5.0,1.0,4.0,19,28,100,67,9,False
9768,58.0,5.0,1.0,4.0,19,29,107,73,9,False
9769,57.0,5.0,1.0,4.0,19,28,101,67,9,False
9770,54.0,4.0,1.0,3.0,15,28,100,61,7,False
9771,44.0,4.0,1.0,3.0,16,23,78,45,7,False
9772,13.0,2.0,1.0,1.0,9,6,14,6,3,False
9773,13.0,2.0,1.0,1.0,9,6,14,6,3,False
9774,13.0,2.0,1.0,1.0,9,6,14,6,3,False
9775,13.0,2.0,1.0,1.0,9,6,14,6,3,False
9776,15.0,2.0,1.0,1.0,9,6,16,6,3,False
9777,13.0,2.0,1.0,1.0,9,6,14,6,3,False
9778,9.0,2.0,1.0,1.0,11,12,30,22,3,False
9779,6.0,1.0,1.0,1.0,6,12,15,13,1,False
9780,9.0,2.0,1.0,1.0,11,12,30,22,3,False
9781,6.0,1.0,1.0,1.0,6,13,17,15,1,False
9782,9.0,2.0,1.0,1.0,12,12,32,22,3,False
9783,6.0,1.0,1.0,1.0,6,14,19,17,1,False
9784,26.0,5.0,1.0,4.0,15,18,52,42,9,False
9785,6.0,1.0,1.0,1.0,6,13,17,15,1,False
9786,46.0,6.0,1.0,5.0,16,19,86,58,11,False
9787,6.0,1.0,1.0,1.0,5,4,6,4,1,False
9788,9.0,2.0,1.0,1.0,11,12,30,22,3,False
9789,4.0,1.0,1.0,1.0,5,4,6,4,1,False
9790,5.0,1.0,1.0,1.0,7,2,7,3,1,False
9791,5.0,1.0,1.0,1.0,7,2,7,3,1,False
9792,5.0,1.0,1.0,1.0,7,2,7,3,1,False
9793,5.0,1.0,1.0,1.0,7,2,7,3,1,False
9794,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9795,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9796,22.0,3.0,1.0,1.0,20,17,56,33,5,False
9797,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9798,14.0,6.0,4.0,3.0,22,16,145,44,11,False
9799,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9800,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9801,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9802,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9803,89.0,20.0,14.0,12.0,20,32,153,92,39,False
9804,20.0,12.0,7.0,5.0,24,18,284,84,23,False
9805,19.0,8.0,4.0,4.0,24,18,156,51,15,False
9806,14.0,6.0,4.0,3.0,22,16,145,44,11,False
9807,14.0,4.0,1.0,2.0,11,12,22,19,7,False
9808,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9809,36.0,4.0,4.0,2.0,18,20,87,53,7,False
9810,175.0,15.0,10.0,13.0,29,62,289,180,28,False
9811,32.0,6.0,6.0,4.0,14,16,49,32,11,False
9812,37.0,6.0,4.0,5.0,14,25,58,43,11,False
9813,27.0,2.0,1.0,2.0,8,6,11,10,3,False
9814,12.0,2.0,1.0,2.0,6,6,10,8,3,False
9815,8.0,1.0,1.0,1.0,7,7,19,12,1,False
9816,90.0,14.0,1.0,13.0,21,27,130,105,25,False
9817,31.0,10.0,9.0,7.0,11,15,43,33,19,False
9818,94.0,16.0,4.0,11.0,28,27,219,147,29,False
9819,27.0,1.0,1.0,1.0,7,13,26,21,1,False
9820,27.0,1.0,1.0,1.0,7,13,26,21,1,False
9821,49.0,2.0,1.0,2.0,9,22,44,37,3,False
9822,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9823,56.0,1.0,1.0,1.0,12,44,79,67,1,False
9824,65.0,2.0,1.0,2.0,15,47,90,75,3,False
9825,33.0,3.0,1.0,3.0,6,20,50,42,5,False
9826,17.0,3.0,1.0,3.0,5,3,21,11,5,False
9827,48.0,3.0,1.0,1.0,7,21,54,47,5,False
9828,27.0,1.0,1.0,1.0,7,13,26,21,1,False
9829,11.0,2.0,1.0,2.0,8,9,19,16,3,False
9830,37.0,5.0,1.0,3.0,20,27,72,46,8,False
9831,24.0,1.0,1.0,1.0,6,11,20,16,1,False
9832,25.0,1.0,1.0,1.0,6,11,20,16,1,False
9833,4.0,1.0,1.0,1.0,4,3,4,3,1,False
9834,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9835,27.0,1.0,1.0,1.0,7,13,26,21,1,False
9836,7.0,1.0,1.0,1.0,8,7,15,11,1,False
9837,24.0,1.0,1.0,1.0,6,11,20,16,1,False
9838,24.0,1.0,1.0,1.0,6,11,20,16,1,False
9839,22.0,5.0,1.0,3.0,17,17,45,25,7,False
9840,27.0,1.0,1.0,1.0,7,13,26,21,1,False
9841,4.0,1.0,1.0,1.0,4,3,4,3,1,False
9842,4.0,1.0,1.0,1.0,3,1,3,1,1,False
9843,21.0,4.0,1.0,4.0,10,14,25,25,7,False
9844,7.0,2.0,1.0,2.0,7,4,8,4,3,False
9845,7.0,2.0,1.0,1.0,9,5,11,6,3,False
9846,9.0,2.0,1.0,1.0,10,7,12,8,3,False
9847,6.0,1.0,1.0,1.0,4,5,7,5,1,False
9848,60.0,8.0,4.0,5.0,19,22,70,53,15,False
9849,13.0,2.0,1.0,2.0,9,8,16,9,3,False
9850,15.0,4.0,4.0,2.0,14,8,28,18,7,False
9851,4.0,1.0,1.0,1.0,5,5,9,7,1,False
9852,13.0,4.0,4.0,2.0,7,7,18,15,7,False
9853,12.0,3.0,1.0,3.0,6,7,18,15,5,False
9854,12.0,3.0,1.0,3.0,6,7,18,15,5,False
9855,32.0,5.0,1.0,4.0,8,12,28,20,9,False
9856,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9857,14.0,2.0,1.0,2.0,7,12,28,22,3,False
9858,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9859,15.0,3.0,1.0,2.0,8,5,15,9,5,False
9860,8.0,1.0,1.0,1.0,8,11,59,38,1,False
9861,6.0,1.0,1.0,1.0,5,13,23,20,1,False
9862,32.0,5.0,4.0,3.0,15,14,62,32,9,False
9863,53.0,7.0,1.0,7.0,18,16,87,68,13,False
9864,6.0,1.0,1.0,1.0,5,6,8,6,1,False
9865,10.0,2.0,1.0,1.0,7,8,11,11,3,False
9866,6.0,2.0,1.0,2.0,6,7,10,9,3,False
9867,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9868,19.0,4.0,1.0,4.0,7,6,27,22,7,False
9869,12.0,3.0,1.0,3.0,6,5,12,6,5,False
9870,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9871,62.0,11.0,6.0,8.0,18,23,72,52,21,False
9872,26.0,4.0,1.0,2.0,15,11,40,24,7,False
9873,14.0,3.0,1.0,3.0,5,5,10,7,5,False
9874,16.0,2.0,1.0,2.0,5,7,13,10,3,False
9875,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9876,27.0,3.0,1.0,2.0,12,14,47,32,5,False
9877,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9878,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9879,10.0,2.0,1.0,2.0,6,5,10,5,3,False
9880,11.0,2.0,1.0,2.0,5,4,8,5,3,False
9881,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9882,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9883,5.0,1.0,1.0,1.0,3,4,5,4,1,False
9884,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9885,5.0,1.0,1.0,1.0,5,5,9,7,1,False
9886,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9887,37.0,3.0,1.0,3.0,13,18,40,27,5,False
9888,45.0,8.0,3.0,4.0,18,23,49,31,15,False
9889,24.0,4.0,1.0,4.0,8,10,27,22,7,False
9890,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9891,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9892,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9893,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9894,17.0,3.0,1.0,3.0,7,11,19,15,5,False
9895,20.0,2.0,1.0,2.0,8,10,21,12,3,False
9896,18.0,2.0,1.0,2.0,7,11,18,16,3,False
9897,8.0,2.0,1.0,2.0,5,3,7,3,3,False
9898,8.0,2.0,1.0,2.0,5,3,7,3,3,False
9899,36.0,5.0,1.0,1.0,14,9,40,23,9,False
9900,22.0,4.0,1.0,3.0,16,15,38,27,7,False
9901,15.0,3.0,1.0,2.0,9,8,16,11,5,False
9902,36.0,6.0,4.0,6.0,13,16,56,30,11,False
9903,13.0,2.0,1.0,2.0,6,5,13,9,3,False
9904,15.0,2.0,1.0,2.0,7,9,17,13,3,False
9905,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9906,5.0,1.0,1.0,1.0,3,2,3,2,1,False
9907,4.0,1.0,1.0,1.0,4,1,4,1,1,False
9908,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9909,38.0,6.0,5.0,6.0,14,21,101,91,11,False
9910,9.0,2.0,1.0,2.0,4,5,8,5,3,False
9911,10.0,2.0,1.0,2.0,5,7,17,14,3,False
9912,22.0,1.0,1.0,1.0,8,16,49,44,1,False
9913,14.0,2.0,1.0,2.0,5,10,23,18,3,False
9914,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9915,6.0,1.0,1.0,1.0,5,9,11,10,1,False
9916,14.0,3.0,1.0,1.0,5,7,12,9,5,False
9917,30.0,4.0,1.0,4.0,14,11,38,22,7,False
9918,7.0,1.0,1.0,1.0,8,2,12,5,1,False
9919,6.0,1.0,1.0,1.0,6,2,8,4,1,False
9920,7.0,1.0,1.0,1.0,8,2,12,5,1,False
9921,6.0,1.0,1.0,1.0,6,2,8,4,1,False
9922,13.0,2.0,1.0,2.0,6,4,11,4,3,False
9923,4.0,1.0,1.0,1.0,4,3,4,3,1,False
9924,6.0,2.0,1.0,2.0,5,3,6,3,3,False
9925,8.0,2.0,1.0,2.0,5,2,6,2,3,False
9926,14.0,2.0,1.0,2.0,6,7,17,13,3,False
9927,60.0,7.0,1.0,7.0,13,35,147,141,13,False
9928,25.0,3.0,1.0,2.0,13,18,60,42,5,False
9929,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9930,6.0,1.0,1.0,1.0,5,5,8,5,1,False
9931,8.0,2.0,1.0,2.0,10,14,26,18,3,False
9932,50.0,7.0,4.0,4.0,17,27,65,51,13,False
9933,6.0,1.0,1.0,1.0,3,3,5,3,1,False
9934,11.0,2.0,1.0,2.0,12,14,22,21,3,False
9935,15.0,3.0,1.0,1.0,7,6,23,13,5,False
9936,11.0,2.0,1.0,2.0,12,17,29,25,3,False
9937,6.0,1.0,1.0,1.0,4,6,8,6,1,False
9938,4.0,1.0,1.0,1.0,3,2,3,2,1,False
9939,4.0,1.0,1.0,1.0,4,1,4,2,1,False
9940,4.0,1.0,1.0,1.0,4,1,4,2,1,False
9941,24.0,4.0,1.0,3.0,15,16,39,29,7,False
9942,12.0,2.0,1.0,2.0,5,7,13,10,3,False
9943,11.0,3.0,3.0,2.0,7,6,12,6,5,False
9944,13.0,2.0,1.0,2.0,5,8,14,11,3,False
9945,7.0,2.0,1.0,2.0,5,3,6,3,3,False
9946,17.0,1.0,1.0,1.0,12,16,42,26,1,False
9947,16.0,2.0,1.0,1.0,5,5,10,6,3,False
9948,18.0,3.0,1.0,3.0,8,10,37,33,5,False
